Arenas,Artist,Aspects,BackArt,BackText,Cost,DoubleSided,EpicAction,FoilPrice,FrontArt,FrontText,HP,Keywords,LowFoilPrice,LowPrice,MarketPrice,Name,Number,Power,Rarity,Set,Subtitle,Traits,Type,Unique,VariantType
,Elena Skitalets,"[""Aggression""]",,,1,False,,2.23,https://cdn.swu-db.com/images/cards/SOR/167.png,"Choose a player. That player discards a card from their hand. Then, if you control a FORCE unit, you may deal damage to a unit equal to the cost of the discarded card.",,,0.39,0.19,0.37,Force Throw,167,,Uncommon,SOR,,"[""FORCE""]",Event,False,Normal
,Ash Pierce,"[""Aggression""]",,,1,False,,0.17,https://cdn.swu-db.com/images/cards/SOR/168.png,"Attack with a unit. It gains SABOTEUR for this attack. If it's a TROOPER, it also gains +2/+0 for this attack. (Ignore Sentinel and defeat the defender's Shields.)",,"[""Saboteur""]",0.05,0.01,0.07,Precision Fire,168,,Common,SOR,,"[""TACTIC""]",Event,False,Normal
,Eslam Aboshady,"[""Aggression""]",,,2,False,,0.17,https://cdn.swu-db.com/images/cards/SOR/169.png,Ready a unit with 3 or less power.,,,0.05,0.01,0.06,Keep Fighting,169,,Common,SOR,,"[""TACTIC""]",Event,False,Normal
,Marc Escachx,"[""Aggression""]",,,2,False,,0.23,https://cdn.swu-db.com/images/cards/SOR/170.png,Defeat any number of upgrades on a unit.,,,0.09,0.01,0.11,Power Failure,170,,Uncommon,SOR,,"[""TACTIC""]",Event,False,Normal
,Kyle Petchock,"[""Aggression""]",,,3,False,,0.17,https://cdn.swu-db.com/images/cards/SOR/171.png,Choose a player. They draw 2 cards.,,,0.01,0.01,0.04,Mission Briefing,171,,Common,SOR,,"[""PLAN""]",Event,False,Normal
,Fernando Correa,"[""Aggression""]",,,3,False,,0.25,https://cdn.swu-db.com/images/cards/SOR/172.png,Deal 4 damage to a unit.,,,0.09,0.08,0.14,Open Fire,172,,Common,SOR,,"[""TACTIC""]",Event,False,Normal
,Kyle Petchock,"[""Aggression""]",,,5,False,,3.59,https://cdn.swu-db.com/images/cards/SOR/173.png,Choose an arena (ground or space). Deal 3 damage to each unit in that arena.,,,2.00,0.98,1.27,Bombing Run,173,,Rare,SOR,,"[""TACTIC""]",Event,False,Normal
,Stefano Landini,"[""Aggression""]",,,5,False,,0.28,https://cdn.swu-db.com/images/cards/SOR/174.png,Each player discards all but 2 cards (of their choice) from their hand.,,,0.10,0.01,0.11,Smoke and Cinders,174,,Rare,SOR,,"[""DISASTER""]",Event,False,Normal
,Ario Murti,"[""Aggression""]",,,6,False,,0.17,https://cdn.swu-db.com/images/cards/SOR/175.png,Draw 2 cards. Each opponent whose base you've damaged this phase discards 2 cards from their hand.,,,0.07,0.02,0.07,Forced Surrender,175,,Uncommon,SOR,,"[""PLAN""]",Event,False,Normal
"[""Ground""]",Yvette Chua,"[""Cunning"", ""Villainy""]",,,1,False,,0.18,https://cdn.swu-db.com/images/cards/SOR/176.png,"When Played: You may reveal an event from your hand. If you do, deal 1 damage to a unit.",3,,0.07,0.03,0.06,ISB Agent,176,1,Common,SOR,,"[""IMPERIAL""]",Unit,False,Normal
"[""Ground""]",Steve Morris,"[""Cunning"", ""Villainy""]",,,2,False,,0.17,https://cdn.swu-db.com/images/cards/SOR/177.png,"SHIELDED (When you play this unit, give him a Shield token.)
Action [{exhaust}]: Play an event from your hand. It costs 1 less.",3,"[""Shielded""]",0.05,0.03,0.11,Bib Fortuna,177,1,Uncommon,SOR,Jabba's Majordomo,"[""UNDERWORLD"", ""TWI'LEK""]",Unit,True,Normal
"[""Space""]",Arthur Mougne,"[""Cunning"", ""Villainy""]",,,2,False,,0.34,https://cdn.swu-db.com/images/cards/SOR/178.png,"When Played: If you control another Cunning unit, exhaust an enemy unit that costs 4 or less.",3,,0.14,0.06,0.15,Cartel Spacer,178,2,Uncommon,SOR,,"[""UNDERWORLD"", ""VEHICLE"", ""FIGHTER""]",Unit,False,Normal
"[""Ground""]",French Carlomagno,"[""Cunning"", ""Villainy""]",,,3,False,,6.93,https://cdn.swu-db.com/images/cards/SOR/179.png,"On Attack: If this unit is attacking an exhausted unit that didn't enter play this round, deal 3 damage to the defender.",5,,4.79,2.99,4.55,Boba Fett,179,3,Legendary,SOR,Disintegrator,"[""UNDERWORLD"", ""BOUNTY HUNTER""]",Unit,True,Normal
"[""Space""]",Francois Cannels,"[""Cunning"", ""Villainy""]",,,3,False,,0.28,https://cdn.swu-db.com/images/cards/SOR/180.png,"SHIELDED (When you play this unit, give a Shield token to it.)",2,"[""Shielded""]",0.09,0.04,0.13,Seventh Fleet Defender,180,3,Common,SOR,,"[""IMPERIAL"", ""VEHICLE"", ""FIGHTER""]",Unit,False,Normal
"[""Ground""]",David Nash,"[""Cunning"", ""Villainy""]",,,4,False,,0.50,https://cdn.swu-db.com/images/cards/SOR/181.png,"Each TRICK event you play costs 1 less.
When Played: Search the top 8 cards of your deck for a TRICK event, reveal it, and draw it. (Put the other cards on the bottom of your deck in a random order.)",8,,0.25,0.15,0.30,Jabba the Hutt,181,2,Rare,SOR,Cunning Daimyo,"[""UNDERWORLD"", ""HUTT""]",Unit,True,Normal
"[""Ground""]",Stefano Landini,"[""Cunning"", ""Villainy""]",,,5,False,,0.21,https://cdn.swu-db.com/images/cards/SOR/182.png,"AMBUSH (After you play this unit, he may ready and attack an enemy unit.)
When you play an event: You may deal 2 damage to a unit.",5,"[""Ambush""]",0.10,0.05,0.12,Bossk,182,4,Uncommon,SOR,Deadly Stalker,"[""UNDERWORLD"", ""BOUNTY HUNTER""]",Unit,True,Normal
"[""Ground""]",Luke Harrington,"[""Cunning"", ""Villainy""]",,,6,False,,0.14,https://cdn.swu-db.com/images/cards/SOR/183.png,"AMBUSH (After you play this unit, it may ready and attack an enemy unit.)
When Played: You may return an event from a discard pile to its owner's hand.",4,"[""Ambush""]",0.04,0.01,0.05,Bounty Hunter Crew,183,4,Common,SOR,,"[""UNDERWORLD"", ""BOUNTY HUNTER""]",Unit,False,Normal
"[""Space""]",André Mealha,"[""Cunning"", ""Villainy""]",,,6,False,,0.77,https://cdn.swu-db.com/images/cards/SOR/184.png,"When Played: If you control Boba Fett or Jango Fett (as a leader or unit), ready this unit.
Action [{c=2}]: Exhaust a non-unique unit.",6,,0.45,0.15,0.37,Fett's Firespray,184,5,Rare,SOR,Pursuing the Bounty,"[""UNDERWORLD"", ""VEHICLE"", ""TRANSPORT""]",Unit,True,Normal
"[""Space""]",Francois Cannels,"[""Cunning"", ""Villainy""]",,,8,False,,0.42,https://cdn.swu-db.com/images/cards/SOR/185.png,"SHIELDED (When you play this unit, give a Shield token to it.) 
On Attack: Name a card. An opponent reveals their hand and discards a card with that name from it.",7,"[""Shielded""]",0.15,0.05,0.17,Chimaera,185,8,Rare,SOR,Flagship of the Seventh Fleet,"[""IMPERIAL"", ""VEHICLE"", ""CAPITAL SHIP""]",Unit,True,Normal
,Denis Medri,"[""Cunning"", ""Villainy""]",,,2,False,,0.87,https://cdn.swu-db.com/images/cards/SOR/186.png,Exhaust a unit. That unit can't ready this round (including during the regroup phase).,,,0.25,0.15,0.41,No Good to Me Dead,186,,Uncommon,SOR,,"[""PLAN""]",Event,False,Normal
,Ario Murti,"[""Cunning"", ""Villainy""]",,,7,False,,0.20,https://cdn.swu-db.com/images/cards/SOR/187.png,Choose up to 2 non-leader units. An opponent chooses 1 of those units. Return that unit to its owner's hand and put the other on the bottom of its owner's deck.,,,0.08,0.01,0.10,I Had No Choice,187,,Rare,SOR,,"[""TRICK""]",Event,False,Normal
"[""Ground""]",Arthur Mougne,"[""Cunning"", ""Heroism""]",,,1,False,,0.76,https://cdn.swu-db.com/images/cards/SOR/188.png,"While you control another SPECTRE unit, this unit gains RAID 1. 
On Attack: Discard a card from the defending player's deck. If it's an event, exhaust a resource that player controls.",3,"[""Raid""]",0.49,0.15,0.35,Chopper,188,1,Rare,SOR,Metal Menace,"[""REBEL"", ""DROID"", ""SPECTRE""]",Unit,True,Normal
"[""Ground""]",Robynn Frauhn,"[""Cunning"", ""Heroism""]",,,2,False,,,https://cdn.swu-db.com/images/cards/SOR/189.png,When Played: Either ready a resource or exhaust a unit.,2,,,0.86,1.09,Leia Organa,189,2,Special,SOR,Defiant Princess,"[""REBEL"", ""OFFICIAL""]",Unit,True,Normal
"[""Ground""]",Kevin Libranda,"[""Cunning"", ""Heroism""]",,,2,False,,0.09,https://cdn.swu-db.com/images/cards/SOR/190.png,"When Played: If you played another card this phase, each opponent draws a card then discards a random card from their hand.",2,,0.03,0.01,0.05,Lothal Insurgent,190,3,Common,SOR,,"[""REBEL""]",Unit,False,Normal
"[""Space""]",André Mealha,"[""Cunning"", ""Heroism""]",,,2,False,,0.17,https://cdn.swu-db.com/images/cards/SOR/191.png,"When Played: For each other card you played this phase, give an Experience token to this unit.",1,,0.05,0.03,0.09,Vanguard Ace,191,1,Uncommon,SOR,,"[""NEW REPUBLIC"", ""VEHICLE"", ""FIGHTER""]",Unit,False,Normal
"[""Ground""]",Joshua Carson,"[""Cunning"", ""Heroism""]",,,3,False,,0.29,https://cdn.swu-db.com/images/cards/SOR/192.png,"When this unit completes an attack: Look at the top card of your deck. You may play it, discard it, or leave it on top of your deck.",4,,0.15,0.01,0.17,Ezra Bridger,192,3,Uncommon,SOR,Resourceful Troublemaker,"[""FORCE"", ""REBEL"", ""SPECTRE""]",Unit,True,Normal
"[""Space""]",Francois Cannels,"[""Cunning"", ""Heroism""]",,,3,False,,19.07,https://cdn.swu-db.com/images/cards/SOR/193.png,"This unit enters play ready. 
When you ready cards during the regroup phase: Either pay 1 or return this unit to her owner's hand.",4,,16.69,15.00,16.11,Millennium Falcon,193,3,Legendary,SOR,Piece Of Junk,"[""UNDERWORLD"", ""VEHICLE"", ""TRANSPORT""]",Unit,True,Normal
"[""Ground""]",Steve Morris,"[""Cunning"", ""Heroism""]",,,3,False,,0.12,https://cdn.swu-db.com/images/cards/SOR/194.png,"Saboteur (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)
Raid 2 (This unit gets +2/+0 while attacking.)",4,"[""Raid"", ""Saboteur""]",0.06,0.01,0.05,Rogue Operative,194,2,Common,SOR,,"[""REBEL"", ""TROOPER""]",Unit,False,Normal
"[""Space""]",Mark Zhang,"[""Cunning"", ""Heroism""]",,,4,False,,0.12,https://cdn.swu-db.com/images/cards/SOR/195.png,"Ambush (After you play this unit, it may ready and attack an enemy unit.)",4,"[""Ambush""]",0.05,0.01,0.04,Auzituck Liberator Gunship,195,3,Common,SOR,,"[""VEHICLE"", ""FIGHTER""]",Unit,False,Normal
"[""Ground""]",Luke Harrington,"[""Cunning"", ""Heroism""]",,,5,False,,0.26,https://cdn.swu-db.com/images/cards/SOR/196.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.)
When this unit is attacked: Ready him.",6,"[""Sentinel""]",0.08,0.01,0.11,Chewbacca,196,3,Uncommon,SOR,Loyal Companion,"[""UNDERWORLD"", ""WOOKIEE""]",Unit,True,Normal
"[""Ground""]",Audrey Hotte,"[""Cunning"", ""Heroism""]",,,6,False,,0.28,https://cdn.swu-db.com/images/cards/SOR/197.png,"SABOTEUR (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)
When Played: Return up to 2 friendly resources to their owners' hands.",5,"[""Saboteur""]",0.10,0.03,0.17,Lando Calrissian,197,6,Rare,SOR,Responsible Businessman,"[""FRINGE"", ""OFFICIAL""]",Unit,True,Normal
"[""Ground""]",Borja Pindado,"[""Cunning"", ""Heroism""]",,,7,False,,0.91,https://cdn.swu-db.com/images/cards/SOR/198.png,"Ambush (After you play this unit, he may ready and attack an enemy unit.) 
While attacking, this unit deals combat damage before the defender.",6,"[""Ambush""]",0.50,0.15,0.38,Han Solo,198,6,Rare,SOR,Reluctant Hero,"[""UNDERWORLD""]",Unit,True,Normal
,Ario Murti,"[""Cunning"", ""Heroism""]",,,2,False,,0.29,https://cdn.swu-db.com/images/cards/SOR/199.png,You may discard a Cunning card from your hand instead of paying this event's cost. Exhaust a unit and return each upgrade on it to its owner's hand.,,,0.10,0.05,0.19,Bamboozle,199,,Uncommon,SOR,,"[""TRICK""]",Event,False,Normal
,Kevin Libranda,"[""Cunning"", ""Heroism""]",,,2,False,,2.07,https://cdn.swu-db.com/images/cards/SOR/200.png,Look at an opponent's hand and discard a card from it.,,,1.00,0.80,1.05,Spark of Rebellion,200,,Rare,SOR,,"[""SPECTRE""]",Event,False,Normal
"[""Ground""]",Ario Murti,"[""Cunning"", ""Cunning""]",,,3,False,,0.29,https://cdn.swu-db.com/images/cards/SOR/201.png,When Played: Look at an opponent's hand and discard a non-unit card from it.,3,,0.10,0.10,0.28,Bodhi Rook,201,3,Rare,SOR,Imperial Defector,"[""IMPERIAL"", ""REBEL""]",Unit,True,Normal
"[""Ground""]",James Daly,"[""Cunning"", ""Cunning""]",,,5,False,,0.23,https://cdn.swu-db.com/images/cards/SOR/202.png,When Played: You may return a non-leader unit to its owner's hand.,5,,0.05,0.01,0.09,Cantina Bouncer,202,3,Uncommon,SOR,,"[""FRINGE""]",Unit,False,Normal
,Sandra Chlewińska,"[""Cunning"", ""Cunning""]",,,4,False,,6.20,https://cdn.swu-db.com/images/cards/SOR/203.png,"Choose two, in any order:
Return a non-leader unit with 4 or less power to its owner's hand.
Give a unit +4/+0 for this phase.
Exhaust up to 2 units.
An opponent discards a random card from their hand.",,,5.35,4.00,5.26,Cunning,203,,Legendary,SOR,,"[""INNATE""]",Event,False,Normal
"[""Ground""]",Aitor Prieto,"[""Cunning""]",,,1,False,,0.24,https://cdn.swu-db.com/images/cards/SOR/204.png,"When Defeated: You may discard a card from your deck. If it's not a unit, deal 2 damage to a ground unit.",1,,0.10,0.05,0.15,Greedo,204,3,Uncommon,SOR,Slow on the Draw,"[""UNDERWORLD"", ""BOUNTY HUNTER""]",Unit,True,Normal
"[""Ground""]",Cristina Laviña,"[""Cunning""]",,,1,False,,0.14,https://cdn.swu-db.com/images/cards/SOR/205.png,"SABOTEUR (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)",1,"[""Saboteur""]",0.05,0.01,0.06,Jawa Scavenger,205,2,Common,SOR,,"[""FRINGE"", ""JAWA""]",Unit,False,Normal
"[""Space""]",André Mealha,"[""Cunning""]",,,1,False,,0.18,https://cdn.swu-db.com/images/cards/SOR/206.png,"On Attack: You may pay 2. If you do, draw a card.",2,,0.03,0.02,0.10,Mining Guild TIE Fighter,206,1,Common,SOR,,"[""FRINGE"", ""VEHICLE"", ""FIGHTER""]",Unit,False,Normal
"[""Ground""]",Amad Mir,"[""Cunning""]",,,2,False,,0.21,https://cdn.swu-db.com/images/cards/SOR/207.png,"SHIELDED (When you play this unit, give a Shield token to it.)",2,"[""Shielded""]",0.05,0.01,0.08,Crafty Smuggler,207,2,Common,SOR,,"[""UNDERWORLD""]",Unit,False,Normal
"[""Space""]",Christian Papazoglakis,"[""Cunning""]",,,2,False,,0.14,https://cdn.swu-db.com/images/cards/SOR/208.png,"RAID 1 (This unit gets +1/+0 while attacking.) 
On Attack: If you control a leader unit, you may exhaust a non-leader unit.",3,"[""Raid""]",0.05,0.01,0.06,Outer Rim Headhunter,208,1,Common,SOR,,"[""FRINGE"", ""VEHICLE"", ""FIGHTER""]",Unit,False,Normal
"[""Space""]",Fernando Correa,"[""Cunning""]",,,2,False,,0.18,https://cdn.swu-db.com/images/cards/SOR/209.png,"RAID 1 (This unit gets +1/+0 while attacking.) 
When Played: Return a friendly non-leader unit to its owner's hand.",4,"[""Raid""]",0.07,0.03,0.11,Pirated Starfighter,209,2,Uncommon,SOR,,"[""UNDERWORLD"", ""VEHICLE"", ""FIGHTER""]",Unit,False,Normal
"[""Ground""]",André Mealha,"[""Cunning""]",,,3,False,,0.17,https://cdn.swu-db.com/images/cards/SOR/210.png,,3,,0.03,0.01,0.05,Swoop Racer,210,4,Common,SOR,,"[""FRINGE""]",Unit,False,Normal
"[""Ground""]",Mickael Balloul,"[""Cunning""]",,,4,False,,0.15,https://cdn.swu-db.com/images/cards/SOR/211.png,"While you control another Cunning unit, this unit gains SENTINEL. (Units in this arena can't attack your non-Sentinel units or your base.)",4,"[""Sentinel""]",0.04,0.01,0.06,Gamorrean Guards,211,4,Common,SOR,,"[""UNDERWORLD""]",Unit,False,Normal
"[""Space""]",Amad Mir,"[""Cunning""]",,,4,False,,0.49,https://cdn.swu-db.com/images/cards/SOR/212.png,"This unit can attack units in the ground arena.
While this unit is attacking a ground unit, the defender gets -2/-0.",4,,0.30,0.10,0.25,Strafing Gunship,212,3,Rare,SOR,,"[""UNDERWORLD"", ""VEHICLE"", ""FIGHTER""]",Unit,False,Normal
"[""Ground""]",Aitor Prieto,"[""Cunning""]",,,5,False,,0.18,https://cdn.swu-db.com/images/cards/SOR/213.png,"AMBUSH (After you play this unit, it may ready and attack an enemy unit.)",4,"[""Ambush""]",0.05,0.01,0.06,Syndicate Lackeys,213,5,Common,SOR,,"[""UNDERWORLD""]",Unit,False,Normal
,Amad Mir,"[""Cunning""]",,,1,False,,0.19,https://cdn.swu-db.com/images/cards/SOR/214.png,"Attach to a VEHICLE unit.
Attached unit gains: ""On Attack: Ready a resource.""",1,,0.08,0.03,0.11,Smuggling Compartment,214,1,Uncommon,SOR,,"[""MODIFICATION""]",Upgrade,False,Normal
,Amélie Hutt,"[""Cunning""]",,,1,False,,0.20,https://cdn.swu-db.com/images/cards/SOR/215.png,When Played: You may attack with attached unit.,,,0.07,0.03,0.13,Snapshot Reflexes,215,,Common,SOR,,"[""LEARNED""]",Event,False,Normal
,Ario Murti,"[""Cunning""]",,,1,False,,0.13,https://cdn.swu-db.com/images/cards/SOR/216.png,Give an enemy unit -4/-0 for this phase.,,,0.07,0.01,0.03,Disarm,216,,Common,SOR,,"[""TACTIC""]",Event,False,Normal
,Ario Murti,"[""Cunning""]",,,1,False,,0.27,https://cdn.swu-db.com/images/cards/SOR/217.png,"Attack with a unit. It gets +1/+0 for this attack and deals its combat damage before the defender. (If the defender is defeated, it deals no combat damage.)",,,0.10,0.06,0.13,Shoot First,217,,Uncommon,SOR,,"[""TRICK""]",Event,False,Normal
,Rebecca Farrow,"[""Cunning""]",,,2,False,,0.13,https://cdn.swu-db.com/images/cards/SOR/218.png,"Exhaust an enemy unit.
Give a Shield token to a friendly unit that costs 3 or less.",,,0.04,0.01,0.06,Asteroid Sanctuary,218,,Common,SOR,,"[""TRICK""]",Event,False,Normal
,French Carlomagno,"[""Cunning""]",,,2,False,,2.11,https://cdn.swu-db.com/images/cards/SOR/219.png,"Play a unit from your hand. It costs 3 less and enters play ready. At the start of the regroup phase, defeat it.",,,1.31,0.70,0.97,Sneak Attack,219,,Rare,SOR,,"[""TRICK""]",Event,False,Normal
,Ario Murti,"[""Cunning""]",,,2,False,,0.19,https://cdn.swu-db.com/images/cards/SOR/220.png,Attack with a unit. It gets +3/+0 for this attack.,,,0.05,0.03,0.10,Surprise Strike,220,,Common,SOR,,"[""TACTIC""]",Event,False,Normal
,Leonardo Giammichele,"[""Cunning""]",,,3,False,,0.36,https://cdn.swu-db.com/images/cards/SOR/221.png,Choose an arena (ground or space). Exhaust each unit in that arena.,,,0.14,0.10,0.26,Outmaneuver,221,,Uncommon,SOR,,"[""TACTIC""]",Event,False,Normal
,Amélie Hutt,"[""Cunning""]",,,3,False,,0.22,https://cdn.swu-db.com/images/cards/SOR/222.png,Return a non-leader unit to its owner's hand.,,,0.09,0.04,0.13,Waylay,222,,Common,SOR,,"[""TRICK""]",Event,False,Normal
,Borja Pindado,"[""Cunning""]",,,4,False,,0.23,https://cdn.swu-db.com/images/cards/SOR/223.png,"Choose a unit. One at a time, reveal cards from your deck until you choose to stop or have revealed 7 cards. If the combined cost of the revealed cards is 7 or less, deal that much damage to the chosen unit. Put the revealed cards on the bottom of your deck in a random order.",,,0.15,0.04,0.14,Don't Get Cocky,223,,Rare,SOR,,"[""GAMBIT""]",Event,False,Normal
,Kevin Libranda,"[""Cunning""]",,,6,False,,2.92,https://cdn.swu-db.com/images/cards/SOR/224.png,"Take control of a non-leader unit. At the start of the regroup phase, its owner takes control of it.",,,2.13,0.97,1.33,Change of Heart,224,,Legendary,SOR,,"[""GAMBIT""]",Event,False,Normal
"[""Space""]",French Carlomagno,"[""Villainy""]",,,1,False,,0.19,https://cdn.swu-db.com/images/cards/SOR/225.png,,1,,0.08,0.04,0.11,TIE/ln Fighter,225,2,Common,SOR,,"[""IMPERIAL"", ""VEHICLE"", ""FIGHTER""]",Unit,False,Normal
"[""Ground""]",Tomas Oleksak,"[""Villainy""]",,,2,False,,0.13,https://cdn.swu-db.com/images/cards/SOR/226.png,When Defeated: You may ready a Villainy unit.,1,,0.13,0.42,0.75,Admiral Motti,226,1,Special,SOR,Brazen and Scornful,"[""IMPERIAL"", ""OFFICIAL""]",Unit,True,Normal
"[""Ground""]",Erik Ly,"[""Villainy""]",,,2,False,,0.17,https://cdn.swu-db.com/images/cards/SOR/227.png,"When Played: You may attack with a unit. If it's an IMPERIAL unit, it gets +2/+0 for this attack.",2,,0.04,0.02,0.09,Snowtrooper Lieutenant,227,2,Common,SOR,,"[""IMPERIAL"", ""TROOPER""]",Unit,False,Normal
"[""Ground""]",Amad Mir,"[""Villainy""]",,,2,False,,0.14,https://cdn.swu-db.com/images/cards/SOR/228.png,When Played: Look at an opponent's hand.,2,,0.04,0.01,0.07,Viper Probe Droid,228,3,Common,SOR,,"[""IMPERIAL"", ""DROID""]",Unit,False,Normal
"[""Ground""]",French Carlomagno,"[""Villainy""]",,,3,False,,0.17,https://cdn.swu-db.com/images/cards/SOR/229.png,Sentinel (Units in this arena can't attack your non-Sentinel units or your base.),3,"[""Sentinel""]",0.08,0.01,0.07,Cell Block Guard,229,3,Common,SOR,,"[""IMPERIAL"", ""TROOPER""]",Unit,False,Normal
"[""Ground""]",Steve Morris,"[""Villainy""]",,,3,False,,0.18,https://cdn.swu-db.com/images/cards/SOR/230.png,Other friendly IMPERIAL units get +1/+1.,3,,0.10,0.04,0.10,General Veers,230,3,Uncommon,SOR,Blizzard Force Commander,"[""IMPERIAL"", ""OFFICIAL""]",Unit,True,Normal
"[""Space""]",Eslam Aboshady,"[""Villainy""]",,,4,False,,0.27,https://cdn.swu-db.com/images/cards/SOR/231.png,When Played: Give 2 Experience tokens to another friendly IMPERIAL unit.,2,,0.10,0.09,0.15,TIE Advanced,231,3,Uncommon,SOR,,"[""IMPERIAL"", ""VEHICLE"", ""FIGHTER""]",Unit,False,Normal
"[""Ground""]",Stephen Zavala,"[""Villainy""]",,,6,False,,0.16,https://cdn.swu-db.com/images/cards/SOR/232.png,"Overwhelm (When attacking an enemy unit, deal excess damage to the opponent's base.)",7,"[""Overwhelm""]",0.05,0.01,0.05,AT-ST,232,6,Common,SOR,,"[""IMPERIAL"", ""VEHICLE"", ""WALKER""]",Unit,False,Normal
,Stefano Landini,"[""Villainy""]",,,3,False,,,https://cdn.swu-db.com/images/cards/SOR/233.png,"Deal 7 Damage to an enemy unit unless its controller says ""no."" If they do, draw 3 cards.",,,,0.57,1.21,I Am Your Father,233,,Special,SOR,,"[""GAMBIT""]",Event,False,Normal
,Stephen Zavala,"[""Villainy""]",,,4,False,,0.15,https://cdn.swu-db.com/images/cards/SOR/234.png,"A friendly IMPERIAL unit deals damage equal to its power to a unit.
Then, another friendly IMPERIAL unit deals damage equal to its power to the same unit.",,,0.08,0.02,0.07,Maximum Firepower,234,,Common,SOR,,"[""IMPERIAL"", ""TACTIC""]",Event,False,Normal
,André Mealha,"[""Villainy""]",,,7,False,,0.20,https://cdn.swu-db.com/images/cards/SOR/235.png,Play a non-Heroism unit from your hand for free. Deal damage to your base equal to its cost.,,,0.10,0.03,0.15,Galactic Ambition,235,,Rare,SOR,,"[""INNATE""]",Event,False,Normal
"[""Ground""]",Aitor Prieto,"[""Heroism""]",,,1,False,,,https://cdn.swu-db.com/images/cards/SOR/236.png,"When Played/On Attack: Look at the top card of your deck. You may put it on the bottom of your deck. (Otherwise, leave it on top of your deck.)",4,,,1.73,1.96,R2-D2,236,1,Special,SOR,Ignoring Protocol,"[""REBEL"", ""DROID""]",Unit,True,Normal
"[""Space""]",Francois Cannels,"[""Heroism""]",,,2,False,,0.15,https://cdn.swu-db.com/images/cards/SOR/237.png,,3,,0.04,0.03,0.06,Alliance X-Wing,237,2,Common,SOR,,"[""REBEL"", ""VEHICLE"", ""FIGHTER""]",Unit,False,Normal
"[""Ground""]",Ash Pierce,"[""Heroism""]",,,2,False,,,https://cdn.swu-db.com/images/cards/SOR/238.png,"When Played/On Attack: Choose a number, then look at the top card of your deck. If its cost is the chosen number, you may reveal and draw it. (Otherwise, leave it on top of your deck.)",4,,,0.37,0.69,C-3P0,238,1,Special,SOR,Protocol Droid,"[""REBEL"", ""DROID""]",Unit,True,Normal
"[""Ground""]",Joshua Carson,"[""Heroism""]",,,2,False,,0.13,https://cdn.swu-db.com/images/cards/SOR/239.png,"Saboteur (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)",3,"[""Saboteur""]",0.04,0.02,0.06,Rebel Pathfinder,239,2,Common,SOR,,"[""REBEL"", ""TROOPER""]",Unit,False,Normal
"[""Ground""]",Hoan Nguyen,"[""Heroism""]",,,3,False,,0.16,https://cdn.swu-db.com/images/cards/SOR/240.png,"When Played: You may attack with a unit. If it's a REBEL unit, it gets +2/+0 for this attack.",3,,0.05,0.03,0.07,Fleet Lieutenant,240,3,Common,SOR,,"[""REBEL"", ""TROOPER""]",Unit,False,Normal
"[""Space""]",French Carlomagno,"[""Heroism""]",,,3,False,,0.41,https://cdn.swu-db.com/images/cards/SOR/241.png,When Played: Give 2 Experience tokens to another friendly REBEL unit.,1,,0.22,0.12,0.20,Wing Leader,241,2,Uncommon,SOR,,"[""REBEL"", ""VEHICLE"", ""FIGHTER""]",Unit,False,Normal
"[""Ground""]",Steve Morris,"[""Heroism""]",,,4,False,,0.20,https://cdn.swu-db.com/images/cards/SOR/242.png,Other friendly REBEL units get +1/+1.,4,,0.11,0.03,0.10,General Dodonna,242,4,Uncommon,SOR,Massassi Group Commander,"[""REBEL"", ""OFFICIAL""]",Unit,True,Normal
"[""Ground""]",Liana Anatolevich,"[""Heroism""]",,,4,False,,0.06,https://cdn.swu-db.com/images/cards/SOR/243.png,"RESTORE 2 (When this unit attacks, heal 2 damage from your base.)",4,"[""Restore""]",0.01,0.01,0.04,Regional Sympathizers,243,3,Common,SOR,,"[""REBEL""]",Unit,False,Normal
"[""Ground""]",Fernando Correa,"[""Heroism""]",,,5,False,,0.11,https://cdn.swu-db.com/images/cards/SOR/244.png,"Ambush (After you play this unit, it may ready and attack an enemy unit.) 
On Attack: Exhaust an enemy VEHICLE ground unit.",6,"[""Ambush""]",0.03,0.01,0.04,Snowspeeder,244,3,Common,SOR,,"[""REBEL"", ""VEHICLE"", ""SPEEDER""]",Unit,False,Normal
,Ario Murti,"[""Heroism""]",,,0,False,,0.15,https://cdn.swu-db.com/images/cards/SOR/245.png,Give an Experience token to each of up to 3 REBEL units that attacked this phase.,,,0.04,0.01,0.07,Medal Ceremony,245,,Common,SOR,,"[""REBEL""]",Event,False,Normal
,Gretel Lusky,"[""Heroism""]",,,3,False,,0.73,https://cdn.swu-db.com/images/cards/SOR/246.png,"Look at the top card of your deck. You may play it. It costs 5 less. If your base has 5 or less remaining HP, you may play it for free instead.",,,0.25,0.30,0.78,You're My Only Hope,246,,Rare,SOR,,"[""GAMBIT""]",Event,False,Normal
"[""Ground""]",Felipe Goncalves,,,,2,False,,0.09,https://cdn.swu-db.com/images/cards/SOR/247.png,,3,,0.04,0.01,0.04,Underworld Thug,247,2,Common,SOR,,"[""UNDERWORLD""]",Unit,False,Normal
